Rank	Name	HRef	Year Published	Geek Rating	Average Rating	Number of Voters
3094	Die Pyramiden des Jaguar	/boardgame/3321/die-pyramiden-des-jaguar	2002	5.789	6.13	803
3095	Ace of Aces: Flying Machines	/boardgame/7103/ace-aces-flying-machines	1983	5.789	6.95	264
3096	Blackbeard	/boardgame/25685/blackbeard	2008	5.789	6.09	1037
3097	Crazy Kick	/boardgame/21930/crazy-kick	2006	5.788	6.37	514
3098	Skyline 3000	/boardgame/54643/skyline-3000	2009	5.788	6.37	503
3099	Minerva	/boardgame/175695/minerva	2015	5.788	7.09	216
3100	Mythic Battles	/boardgame/125996/mythic-battles	2012	5.788	6.96	262
3101	Amateurs to Arms!	/boardgame/92363/amateurs-arms	2012	5.787	7.88	150
3102	Yahtzee Free for All	/boardgame/37296/yahtzee-free-all	2008	5.787	6.29	576
3103	Anno Domini: Sex & Crime	/boardgame/17997/anno-domini-sex-crime	1998	5.787	6.81	276
3104	Familienbande	/boardgame/11081/familienbande	2004	5.787	6.30	552
3105	Spellcaster	/boardgame/165877/spellcaster	2014	5.787	6.64	359
3106	Arkham Horror	/boardgame/34/arkham-horror	1987	5.787	6.56	463
3107	Al Rashid	/boardgame/127282/al-rashid	2012	5.787	6.74	331
3108	Warlord: Saga of the Storm	/boardgame/1799/warlord-saga-storm	2001	5.787	6.79	362
3109	Advanced Squad Leader: Starter Kit Historical Module 1 – Decision at Elst	/boardgame/149620/advanced-squad-leader-starter-kit-historical-modul	2014	5.786	8.45	120
3110	Jutland	/boardgame/4984/jutland	1967	5.786	6.65	409
3111	SUPERHOT Card Game	/boardgame/206156/superhot-card-game	2017	5.786	6.88	288
3112	Orcs Orcs Orcs	/boardgame/165477/orcs-orcs-orcs	2014	5.786	6.53	407
3113	1655: Habemus Papam	/boardgame/82955/1655-habemus-papam	2010	5.786	6.52	397
3114	Santy Anno	/boardgame/24416/santy-anno	2006	5.786	6.33	523
3115	Big Shot	/boardgame/1125/big-shot	2001	5.785	6.51	381
3116	Caveman Curling	/boardgame/67453/caveman-curling	2010	5.785	6.33	528
3117	To The Last Man!	/boardgame/21414/last-man	2009	5.785	7.76	148
3118	Lift Off! Get me off this Planet!	/boardgame/161681/lift-get-me-planet	2015	5.785	6.97	320
3119	Antarctica	/boardgame/182074/antarctica	2015	5.785	6.39	467
3120	Frontline: D-Day	/boardgame/39383/frontline-d-day	2010	5.785	6.72	326
3121	Munchkin	/boardgame/1927/munchkin	2001	5.785	5.94	30429
3122	Sky Tango	/boardgame/126750/sky-tango	2012	5.785	6.40	464
3123	Small Star Empires	/boardgame/178044/small-star-empires	2016	5.784	7.24	218
3124	Timber Tom	/boardgame/38430/timber-tom	2008	5.784	6.58	375
3125	23	/boardgame/103651/23	2011	5.784	6.44	416
3126	The Really Nasty Horse Racing Game	/boardgame/126/really-nasty-horse-racing-game	1987	5.784	6.32	667
3127	Lady Alice	/boardgame/126912/lady-alice	2012	5.784	6.34	510
3128	Star Trek: The Adventure Game	/boardgame/3095/star-trek-adventure-game	1985	5.784	6.85	274
3129	Sheep & Thief	/boardgame/167298/sheep-thief	2014	5.784	6.66	323
3130	Cardline: Globetrotter	/boardgame/145014/cardline-globetrotter	2013	5.784	6.45	426
3131	RoadZters	/boardgame/72800/roadzters	2010	5.784	6.81	283
3132	Prawo Dżungli	/boardgame/32901/prawo-dzungli	2007	5.784	6.59	387
3133	War on Terror	/boardgame/24396/war-terror	2006	5.783	6.18	1076
3134	Lobotomy	/boardgame/173805/lobotomy	2017	5.783	7.60	252
3135	Spurs: A Tale in the Old West	/boardgame/149097/spurs-tale-old-west	2014	5.783	6.97	241
3136	The Arab-Israeli Wars	/boardgame/3218/arab-israeli-wars	1977	5.783	6.35	569
3137	Speed Cups	/boardgame/146149/speed-cups	2013	5.783	6.24	676
3138	1825 Unit 3	/boardgame/15999/1825-unit-3	2004	5.783	7.55	156
3139	Target Arnhem: Across 6 Bridges	/boardgame/16162/target-arnhem-across-6-bridges	2005	5.783	6.52	397
3140	Star Trek: Starship Tactical Combat Simulator	/boardgame/3040/star-trek-starship-tactical-combat-simulator	1983	5.783	6.65	384
3141	An Infamous Traffic	/boardgame/206490/infamous-traffic	2016	5.783	7.32	181
3142	Tokyo Express	/boardgame/1681/tokyo-express	1988	5.782	7.07	254
3143	In a Grove	/boardgame/102181/grove	2011	5.782	6.37	495
3144	Silent Death: The Next Millennium Deluxe Edition	/boardgame/27266/silent-death-next-millennium-deluxe-edition	1995	5.782	7.51	166
3145	Thunder at the Crossroads (second edition)	/boardgame/10226/thunder-crossroads-second-edition	1993	5.782	7.70	162
3146	Wie ich die Welt sehe...	/boardgame/13089/wie-ich-die-welt-sehe	2004	5.782	6.97	240
3147	Devil's Horsemen	/boardgame/11274/devils-horsemen	2004	5.781	7.35	196
3148	The Mystic Wood	/boardgame/1152/mystic-wood	1980	5.781	6.49	456
3149	Savage Worlds	/boardgame/21358/savage-worlds	2003	5.781	8.01	135
3150	Hack Trick	/boardgame/181440/hack-trick	2015	5.781	6.71	343
3151	Alien vs Predator: The Hunt Begins	/boardgame/149896/alien-vs-predator-hunt-begins	2015	5.781	7.04	311
3152	Airlines	/boardgame/43/airlines	1990	5.780	6.61	349
3153	Marco Polo Expedition	/boardgame/9139/marco-polo-expedition	2004	5.780	6.18	722
3154	Monopoly Gamer	/boardgame/230408/monopoly-gamer	2017	5.780	6.70	395
3155	Rolling Stock	/boardgame/99630/rolling-stock	2011	5.780	7.55	153
3156	Napoleon at Waterloo	/boardgame/3573/napoleon-waterloo	1971	5.780	6.57	404
3157	Lost Worlds	/boardgame/1421/lost-worlds	1983	5.780	6.50	418
3158	The Hell of Stalingrad	/boardgame/42560/hell-stalingrad	2009	5.780	7.05	241
3159	Piratenbillard	/boardgame/151/piratenbillard	1959	5.779	6.58	339
3160	Island Siege	/boardgame/133405/island-siege	2013	5.779	6.82	271
3161	Machina Arcana	/boardgame/144743/machina-arcana	2014	5.779	7.57	210
3162	This Town Ain't Big Enough for the 2-4 of Us	/boardgame/153497/town-aint-big-enough-2-4-us	2014	5.779	6.11	863
3163	1825 Unit 1	/boardgame/937/1825-unit-1	1995	5.779	6.80	262
3164	Advanced Tobruk	/boardgame/3992/advanced-tobruk	2002	5.779	7.38	206
3165	Strat-O-Matic Hockey	/boardgame/3597/strat-o-matic-hockey	1978	5.779	7.08	245
3166	Kung Fu Fighting	/boardgame/13172/kung-fu-fighting	2004	5.779	6.15	943
3167	Pocket Imperium	/boardgame/147299/pocket-imperium	2013	5.778	6.39	498
3168	Quilt Show	/boardgame/146579/quilt-show	2014	5.778	6.52	370
3169	Urbania	/boardgame/93541/urbania	2012	5.778	6.52	384
3170	Hex Hex XL	/boardgame/79067/hex-hex-xl	2010	5.778	6.74	302
3171	Warhammer 40,000 (Seventh Edition)	/boardgame/160044/warhammer-40000-seventh-edition	2014	5.778	7.10	215
3172	Genesis	/boardgame/23981/genesis	2006	5.778	6.44	424
3173	Kerala	/boardgame/191055/kerala	2016	5.778	6.75	283
3174	Stellar Conquest	/boardgame/1708/stellar-conquest	1975	5.778	6.37	521
3175	Rumble in the Dungeon	/boardgame/130827/rumble-dungeon	2012	5.778	6.33	536
3176	Time 'n' Space	/boardgame/137238/time-n-space	2013	5.778	6.38	451
3177	BattleTech: CityTech	/boardgame/6923/battletech-citytech	1986	5.778	6.69	316
3178	Airborne Commander	/boardgame/164874/airborne-commander	2015	5.777	7.01	228
3179	Persian Gulf: Battle for the Middle East	/boardgame/2580/persian-gulf-battle-middle-east	1986	5.777	7.48	183
3180	Star Wars: Episode 1 – Clash of the Lightsabers	/boardgame/90/star-wars-episode-1-clash-lightsabers	1999	5.777	6.29	536
3181	Skyline	/boardgame/121423/skyline	2012	5.777	6.02	1190
3182	Leviathans	/boardgame/63027/leviathans	2012	5.777	7.09	241
3183	I, Spy	/boardgame/162865/i-spy	2015	5.777	7.41	186
3184	Shephy	/boardgame/150016/shephy	2013	5.777	6.86	256
3185	Dorn	/boardgame/26983/dorn	2006	5.777	6.88	280
3186	Techno Bowl: Arcade Football Unplugged	/boardgame/194923/techno-bowl-arcade-football-unplugged	2017	5.776	8.77	122
3187	Africa	/boardgame/1315/africa	2001	5.776	6.01	1209
3188	Target Earth	/boardgame/75333/target-earth	2010	5.776	6.74	293
3189	Nanuk	/boardgame/54433/nanuk	2009	5.776	6.23	605
3190	Peloponnes Card Game	/boardgame/181501/peloponnes-card-game	2015	5.776	6.86	266
3191	Charon Inc.	/boardgame/71593/charon-inc	2010	5.776	6.36	469
3192	Loop Inc.	/boardgame/163027/loop-inc	2015	5.776	6.50	383
3193	Clash of Giants	/boardgame/2638/clash-giants	2001	5.775	6.91	252
3194	Histrio	/boardgame/182120/histrio	2016	5.775	6.65	341
3195	Tyranno Ex	/boardgame/719/tyranno-ex	1990	5.775	6.48	410
3196	Battle Merchants	/boardgame/59936/battle-merchants	2014	5.775	6.84	265
3197	Fastrack	/boardgame/41762/fastrack	2008	5.775	6.47	387
3198	Pirates of the Spanish Main	/boardgame/10653/pirates-spanish-main	2004	5.775	6.01	2581
3199	X-Bugs	/boardgame/2316/x-bugs	2001	5.774	6.40	486
3200	ONUS! Rome Vs Carthage	/boardgame/165004/onus-rome-vs-carthage	2014	5.774	7.85	179
3201	Gin Rummy	/boardgame/25574/gin-rummy	1909	5.774	6.11	894
3202	Guildhall Fantasy: Coalition	/boardgame/196306/guildhall-fantasy-coalition	2016	5.774	7.42	164
3203	Level X	/boardgame/63975/level-x	2010	5.774	6.36	442
3204	Warhammer Fantasy Battles (8th Edition)	/boardgame/130552/warhammer-fantasy-battles-8th-edition	2010	5.774	7.23	221
3205	Cornerstone	/boardgame/38429/cornerstone	2008	5.774	7.29	199
3206	Turbo Taxi	/boardgame/941/turbo-taxi	2000	5.774	6.05	1018
3207	Von Manstein's Backhand Blow	/boardgame/5357/von-mansteins-backhand-blow	2002	5.773	7.21	211
3208	Make 'n' Break	/boardgame/10206/make-n-break	2004	5.773	6.10	857
3209	Saltlands	/boardgame/189222/saltlands	2016	5.773	7.32	224
3210	Mars Attacks: The Miniatures Game	/boardgame/147716/mars-attacks-miniatures-game	2014	5.773	7.28	200
3211	1865: Sardinia	/boardgame/87907/1865-sardinia	2011	5.773	7.72	149
3212	Too Many Cinderellas	/boardgame/160409/too-many-cinderellas	2014	5.772	6.45	422
3213	Freya's Folly	/boardgame/19624/freyas-folly	2005	5.772	6.63	328
3214	Montego Bay	/boardgame/40761/montego-bay	2009	5.772	6.28	555
3215	B-29 Superfortress	/boardgame/28907/b-29-superfortress	2008	5.772	6.97	276
3216	Die Magier von Pangea	/boardgame/1309/die-magier-von-pangea	2001	5.771	6.22	628
3217	The Great War in Europe: Deluxe Edition	/boardgame/30216/great-war-europe-deluxe-edition	2007	5.771	7.10	222
3218	Scripts and Scribes: The Dice Game	/boardgame/122943/scripts-and-scribes-dice-game	2012	5.771	6.63	317
3219	Fire and Fury	/boardgame/12355/fire-and-fury	1990	5.771	7.63	158
3220	Star Trader	/boardgame/3534/star-trader	1982	5.771	7.10	238
3221	Clank! In! Space!	/boardgame/233371/clank-space	2017	5.771	8.03	142
3222	Mosby's Raiders	/boardgame/1669/mosbys-raiders	1985	5.771	6.57	379
3223	M.U.L.E. The Board Game	/boardgame/182619/mule-board-game	2015	5.770	6.64	320
3224	Tahiti	/boardgame/118776/tahiti	2012	5.770	6.37	467
3225	Adios Amigos	/boardgame/41658/adios-amigos	2009	5.770	6.23	607
3226	Die Weinhändler	/boardgame/12830/die-weinhandler	2004	5.770	6.19	653
3227	ConHex	/boardgame/10989/conhex	2002	5.770	6.86	250
3228	Harry Potter Trading Card Game	/boardgame/3495/harry-potter-trading-card-game	2001	5.770	6.18	856
3229	Colonialism	/boardgame/67917/colonialism	2013	5.770	6.85	250
3230	The Red Dragon Inn: Battle for Greyport	/boardgame/193668/red-dragon-inn-battle-greyport	2016	5.770	7.33	220
3231	The Great Khan Game	/boardgame/2063/great-khan-game	1989	5.770	6.66	353
3232	The Hobbit: An Unexpected Journey Deck-Building Game	/boardgame/155460/hobbit-unexpected-journey-deck-building-game	2014	5.770	7.00	251
3233	Ideology: The War of Ideas	/boardgame/8059/ideology-war-ideas	2003	5.770	6.16	849
3234	Don't Turn Your Back	/boardgame/172896/dont-turn-your-back	2015	5.770	7.19	198
3235	Teenage Mutant Ninja Turtles Dice Masters	/boardgame/191579/teenage-mutant-ninja-turtles-dice-masters	2016	5.770	7.36	171
3236	Tanto Cuore: Oktoberfest	/boardgame/158130/tanto-cuore-oktoberfest	2016	5.769	7.52	167
3237	Jupiter Rescue	/boardgame/137900/jupiter-rescue	2013	5.769	6.72	296
3238	Monarch	/boardgame/173115/monarch	2015	5.769	6.93	274
3239	Auf Teufel komm raus	/boardgame/137154/auf-teufel-komm-raus	2013	5.769	6.72	285
3240	Deduce or Die	/boardgame/19765/deduce-or-die	2003	5.769	7.21	183
3241	Sternenhimmel	/boardgame/668/sternenhimmel	1995	5.769	6.58	313
3242	The Kaiser's Pirates	/boardgame/28185/kaisers-pirates	2007	5.769	6.42	483
3243	Push It	/boardgame/178940/push-it	2015	5.769	7.29	174
3244	The Undercity: An Iron Kingdoms Adventure Board Game	/boardgame/175334/undercity-iron-kingdoms-adventure-board-game	2015	5.769	7.19	225
3245	New Haven	/boardgame/146158/new-haven	2013	5.769	6.53	363
3246	18GA	/boardgame/2583/18ga	1998	5.769	7.19	182
3247	Duck Dealer	/boardgame/38553/duck-dealer	2008	5.769	6.38	456
3248	Sicily: Triumph and Folly	/boardgame/1582/sicily-triumph-and-folly	2000	5.769	7.76	157
3249	Way Out West	/boardgame/884/way-out-west	2000	5.768	6.17	642
3250	Last Chance for Victory	/boardgame/144574/last-chance-victory	2014	5.768	8.84	93
3251	Statis Pro Basketball	/boardgame/4453/statis-pro-basketball	1972	5.767	6.97	245
3252	Black Spy	/boardgame/1982/black-spy	1981	5.767	6.26	522
3253	Brandywine	/boardgame/3412/brandywine	2000	5.767	7.27	179
3254	Escape from 100 Million B.C.	/boardgame/206206/escape-100-million-bc	2017	5.767	7.37	179
3255	Sub Terra	/boardgame/204472/sub-terra	2017	5.767	8.15	220
3256	KUBB	/boardgame/130006/kubb	N/A	5.767	7.47	160
3257	Octi	/boardgame/450/octi	1999	5.767	6.76	291
3258	Lee vs. Grant	/boardgame/5680/lee-vs-grant	1988	5.767	7.07	223
3259	Elusive Victory: The Air War over the Suez Canal, 1967-1973	/boardgame/25775/elusive-victory-air-war-over-suez-canal-1967-1973	2009	5.767	7.88	134
3260	Bomber Command	/boardgame/27101/bomber-command	2012	5.767	7.62	153
3261	Members Only	/boardgame/344/members-only	1996	5.767	6.60	312
3262	Pampas Railroads	/boardgame/1796/pampas-railroads	2001	5.766	7.10	196
3263	World War I	/boardgame/5297/world-war-i	1975	5.766	6.67	331
3264	Sherlock	/boardgame/3586/sherlock	1999	5.766	6.30	509
3265	Vampire: Prince of the City	/boardgame/13456/vampire-prince-city	2006	5.766	6.39	580
3266	Cranium WOW	/boardgame/33150/cranium-wow	2007	5.766	6.18	773
3267	Plato 3000	/boardgame/121764/plato-3000	2012	5.766	6.45	401
3268	Secrets	/boardgame/200847/secrets	2017	5.765	6.87	249
3269	Assault of the Giants	/boardgame/201455/assault-giants	2017	5.765	7.07	230
3270	Submarine	/boardgame/3083/submarine	1976	5.765	6.45	438
3271	Dynasty League Baseball	/boardgame/7290/dynasty-league-baseball	1985	5.765	7.48	176
3272	Colonial Diplomacy	/boardgame/250/colonial-diplomacy	1994	5.765	6.61	345
3273	Zeppelin Attack!	/boardgame/153639/zeppelin-attack	2014	5.764	6.90	249
3274	The Tide at Sunrise: The Russo-Japanese War, 1904-1905	/boardgame/27965/tide-sunrise-russo-japanese-war-1904-1905	2010	5.764	7.18	190
3275	Six Making	/boardgame/149910/six-making	2013	5.764	7.87	167
3276	Codex: Card-Time Strategy – Core Set	/boardgame/215437/codex-card-time-strategy-core-set	2016	5.764	7.80	132
3277	A Fistful of Penguins	/boardgame/109451/fistful-penguins	2011	5.764	6.08	881
3278	Animal Upon Animal: Crest Climbers	/boardgame/111081/animal-upon-animal-crest-climbers	2011	5.764	7.11	194
3279	Dinosaurs of the Lost World	/boardgame/393/dinosaurs-lost-world	1987	5.764	6.55	375
3280	Anno 1701: Das Brettspiel	/boardgame/31897/anno-1701-das-brettspiel	2007	5.764	6.75	262
3281	Dungeon!	/boardgame/1339/dungeon	1975	5.764	5.94	2862
3282	The Lamps Are Going Out	/boardgame/176146/lamps-are-going-out	2016	5.763	7.69	153
3283	Techno Witches	/boardgame/16373/techno-witches	2005	5.763	6.19	606
3284	Rick and Morty: Total Rickall Card Game	/boardgame/194232/rick-and-morty-total-rickall-card-game	2016	5.763	6.50	437
3285	Cataphract	/boardgame/1883/cataphract	1999	5.763	7.30	182
3286	Tulipmania 1637	/boardgame/33732/tulipmania-1637	2009	5.763	6.17	668
3287	Fairytale Gloom	/boardgame/172062/fairytale-gloom	2015	5.763	6.66	331
3288	Warhammer 40,000: Dark Vengeance	/boardgame/129974/warhammer-40000-dark-vengeance	2012	5.763	7.34	181
3289	Skull Tales	/boardgame/166776/skull-tales	2015	5.763	8.12	193
3290	Bring Out Yer Dead	/boardgame/158534/bring-out-yer-dead	2015	5.763	6.44	433
3291	DRCongo	/boardgame/170225/drcongo	2015	5.763	7.09	200
3292	Zong Shi	/boardgame/110286/zong-shi	2012	5.762	6.58	299
3293	Three Battles of Manassas	/boardgame/13403/three-battles-manassas	2004	5.762	7.90	129
3294	Creationary	/boardgame/41833/creationary	2009	5.762	5.96	1364
3295	Wing Leader: Supremacy 1943-1945	/boardgame/183578/wing-leader-supremacy-1943-1945	2016	5.762	8.47	102
3296	Totensonntag	/boardgame/31697/totensonntag	2007	5.762	6.79	298
3297	Pixel Tactics 4	/boardgame/169275/pixel-tactics-4	2015	5.762	7.56	149
3298	Galaxy: The Dark Ages	/boardgame/718/galaxy-dark-ages	2000	5.762	6.24	559
3299	Munchkin Pathfinder	/boardgame/129359/munchkin-pathfinder	2013	5.761	6.37	549
3300	Arnhem	/boardgame/5677/arnhem	1976	5.761	7.20	197
3301	Genesis: Empires and Kingdoms of the Ancient Middle East	/boardgame/86177/genesis-empires-and-kingdoms-ancient-middle-east	2015	5.761	7.22	178
3302	BITS	/boardgame/89668/bits	2011	5.761	6.48	350
3303	18Scan	/boardgame/17857/18scan	2005	5.761	7.31	165
3304	Enemy Chocolatier	/boardgame/23779/enemy-chocolatier	2006	5.761	6.65	309
3305	Aventuria Adventure Card Game	/boardgame/190400/aventuria-adventure-card-game	2016	5.761	7.77	160
3306	Yu-Gi-Oh! Dice Masters	/boardgame/147363/yu-gi-oh-dice-masters	2015	5.761	6.96	220
3307	Aquarius	/boardgame/814/aquarius	1998	5.761	5.97	1451
3308	Deckscape: Test Time	/boardgame/218311/deckscape-test-time	2017	5.760	7.13	195
3309	Grand Illusion: Mirage of Glory, 1914	/boardgame/12282/grand-illusion-mirage-glory-1914	2004	5.760	6.95	227
3310	Dark Dealings	/boardgame/173460/dark-dealings	2016	5.760	6.78	269
3311	Witch Trial	/boardgame/1203/witch-trial	2001	5.760	6.24	621
3312	Tournament at Camelot	/boardgame/216632/tournament-camelot	2017	5.760	7.74	164
3313	Gorechosen	/boardgame/203270/gorechosen	2016	5.760	7.41	200
3314	The Twelve Doctors: Doctor Who Card Game	/boardgame/56995/twelve-doctors-doctor-who-card-game	2009	5.760	7.83	137
3315	D-Day Dice: Free Trial Version	/boardgame/61028/d-day-dice-free-trial-version	2009	5.760	6.70	277
3316	Bubblee Pop	/boardgame/192343/bubblee-pop	2016	5.760	6.59	327
3317	Risk: 40th Anniversary Collector's Edition	/boardgame/23010/risk-40th-anniversary-collectors-edition	1999	5.759	6.34	564
3318	Affentennis	/boardgame/26148/affentennis	2006	5.759	7.14	189
3319	Chase	/boardgame/316/chase	1986	5.759	6.82	274
3320	Mi Tierra: New Era	/boardgame/189192/mi-tierra-new-era	2016	5.759	7.02	222
3321	Trump, Tricks, Game!	/boardgame/15261/trump-tricks-game	2005	5.759	6.49	350
3322	Animalia	/boardgame/27117/animalia	2006	5.759	6.20	582
3323	Mercante	/boardgame/122890/mercante	2012	5.758	6.66	283
3324	Naval War	/boardgame/1674/naval-war	1979	5.758	6.21	700
3325	Terrace	/boardgame/2872/terrace	1992	5.758	6.37	469
3326	Händler der Karibik	/boardgame/147999/handler-der-karibik	2013	5.758	6.80	247
3327	Fleet Commander: 1 – Ignition	/boardgame/161108/fleet-commander-1-ignition	2014	5.758	7.91	243
3328	Delve: The Dice Game	/boardgame/43691/delve-dice-game	2009	5.758	6.46	402
3329	The Next War	/boardgame/8719/next-war	1978	5.758	7.41	177
3330	Richard Scarry's Busytown: Eye found it! Game	/boardgame/64220/richard-scarrys-busytown-eye-found-it-game	2009	5.758	6.56	338
3331	Gladiator	/boardgame/1693/gladiator	1981	5.758	6.48	411
3332	Tumult Royale	/boardgame/180591/tumult-royale	2015	5.757	6.63	292
3333	Shazamm!	/boardgame/8935/shazamm	2003	5.757	6.23	572
3334	Terra Prime	/boardgame/22485/terra-prime	2009	5.757	6.32	454
3335	Serpents of the Seas	/boardgame/36597/serpents-seas	2010	5.756	7.71	138
3336	Ausgebremst	/boardgame/459/ausgebremst	1993	5.756	6.93	227
3337	The Dungeon of D	/boardgame/34639/dungeon-d	2008	5.756	7.23	206
3338	Breakaway Rider	/boardgame/923/breakaway-rider	1963	5.756	6.15	689
3339	Tal der Könige	/boardgame/4/tal-der-konige	1992	5.756	6.60	318
3340	Objets Trouvés	/boardgame/21022/objets-trouves	2005	5.756	6.69	276
3341	Victoria Cross	/boardgame/10662/victoria-cross	2004	5.756	7.04	196
3342	Santa Fe	/boardgame/308/santa-fe	1992	5.755	6.96	218
3343	Savannah Tails	/boardgame/54507/savannah-tails	2009	5.755	6.28	477
3344	Mask of Anubis	/boardgame/194723/mask-anubis	2016	5.755	7.31	165
3345	Thrash'n Roll	/boardgame/176435/thrashn-roll	2015	5.755	6.88	241
3346	Dark Horse	/boardgame/98443/dark-horse	2012	5.755	6.78	254
3347	Krosmaster: Quest	/boardgame/155827/krosmaster-quest	2015	5.754	7.11	225
3348	Monuments: Wonders of Antiquity	/boardgame/30641/monuments-wonders-antiquity	2008	5.754	6.41	384
3349	Block Mania	/boardgame/330/block-mania	1987	5.754	6.44	385
3350	Pirates of the 7 Seas	/boardgame/172613/pirates-7-seas	2015	5.754	6.77	259
3351	Kanzume Goddess	/boardgame/127920/kanzume-goddess	2012	5.754	6.59	358
3352	6-Tage Rennen	/boardgame/515/6-tage-rennen	1986	5.754	6.90	237
